rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,chart_week,is_new_entry,rank_change,genre
143,spotify:track:7yxogpPUBn4wVEKBgI5c7U,Lil Zpoet,Yêu Từ Đâu Mà Ra,MaiDao Music,143,183,26,201311,2026-04-09,FALSE,40,Pop
144,spotify:track:2rjjvcCCHF1CdnwptaXyF8,"F47 Cover, meChill, Đặng Thanh Tuyền",50 Năm Về Sau,meChill,89,127,10,200768,2026-04-09,FALSE,-17,Indie/Alternative
145,spotify:track:3VegC0PZiHjGxb80DER8XU,BTS,Merry Go Round,BIGHIT MUSIC,15,82,3,200286,2026-04-09,FALSE,-63,Pop
146,spotify:track:3JKn7BN79L1WOPMYUCZg1m,"RPT MCK, marzuz",NGONGIODEMQUATRANGSANGDEMNAY,abandonh3ll records,146,-1,1,199824,2026-04-09,TRUE,NaN,Rap/Hip-hop
147,spotify:track:54UNNgtE3zzERwTuWSQLqd,"MONSTAR, GREY D, VƯƠNG BÌNH",có hẹn với thanh xuân,Yin Yang Media,5,-1,169,199769,2026-04-09,TRUE,NaN,R&B/Soul
148,spotify:track:3y66li7DIrH7HLKIZzxR5H,Kai Đinh,Lễ Đường,Yin Yang Media,3,146,56,199226,2026-04-09,FALSE,-2,Ballad
149,spotify:track:4vfhartd7HDWGJbdVIycEu,Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,Umusic Vietnam Co. Ltd. Distributed Labels,1,150,259,199195,2026-04-09,FALSE,1,Pop
150,spotify:track:2GE2p2dFpxp7OIz2QOFBzW,"ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)",Anh Trai Say Hi,5,161,76,197766,2026-04-09,FALSE,11,Rap/Hip-hop
151,spotify:track:12DNdwLD9oZOPADqM10oyE,"Fishy, Trí Dũng",Forget Me Now,LOOPS Music,131,180,36,196611,2026-04-09,FALSE,29,R&B/Soul
152,spotify:track:3gLRyMbg5nWLcuKD46Uz72,Phương Ly,Anh Là Ai,PHUONG LY,109,158,28,196268,2026-04-09,FALSE,6,Pop
153,spotify:track:0jHpGB1Xt2kIX0VaPFvStp,"Tùng TeA, PC, TaynguyenSound",Già Cùng Nhau Là Được,12 trái lê,70,155,140,195160,2026-04-09,FALSE,2,Rap/Hip-hop
154,spotify:track:2FnXZhpEKgIab8vI6t2C7e,"Shiki, Tyronee",Perfect,12 trái lê,74,145,52,194576,2026-04-09,FALSE,-9,Rap/Hip-hop
155,spotify:track:498g7npirihKT5MPdVSfb0,Hoàng Dũng,Phonecert,"CAM, LIRICO",137,179,16,194075,2026-04-09,FALSE,24,R&B/Soul
156,spotify:track:170CNv2CAZn8wg6GxvHXYC,"B Ray, AMEE",Ex's Hate Me,B Ray,129,174,23,192996,2026-04-09,FALSE,18,Rap/Hip-hop
157,spotify:track:4Iz5EWPCAT8jYNk4IpLoll,buitruonglinh,Dù Cho Mai Về Sau,Yin Yang Media,10,144,263,192371,2026-04-09,FALSE,-13,Indie/Alternative
158,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,11,151,146,191979,2026-04-09,FALSE,-7,R&B/Soul
159,spotify:track:7J9l9ebYB3IEs5ea5J1M7a,"Da LAB, Tóc Tiên",Nước Mắt Em Lau Bằng Tình Yêu Mới,MUNIZ MUSIC COMPANY LIMITED,107,141,111,191522,2026-04-09,FALSE,-18,Pop
160,spotify:track:7jLSThU5Kg1RWt19Leiaxm,"RPT MCK, Trung Trần",Chìm Sâu,abandonh3ll records,1,199,215,191330,2026-04-09,FALSE,39,R&B/Soul
161,spotify:track:5U30iZBlmxkpHqzb1OSnBS,Rhymastic,Yêu 5,WM Vietnam,77,160,218,191190,2026-04-09,FALSE,-1,R&B/Soul
162,spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ,Alex Warren,Ordinary,Atlantic Records,38,190,10,191106,2026-04-09,FALSE,28,Pop
163,spotify:track:2o4dDfLK6NVI7TjBm5VoMv,"Lou Hoàng, Miu Lê",Yêu Một Người Có Lẽ,Onlyc Entertainment,33,189,216,191069,2026-04-09,FALSE,26,Pop
164,spotify:track:4FT18tLTmf3QNBzG5r6OTj,"Đen, Ngọc Linh",Mười Năm (Lộn Xộn 3),Đen,17,-1,127,190353,2026-04-09,TRUE,NaN,Rap/Hip-hop
165,spotify:track:6s3w7SUVtmm68Bw5KrKMh0,BTS,One More Night,BIGHIT MUSIC,21,93,3,190112,2026-04-09,FALSE,-72,Pop
166,spotify:track:6qDzk36tXJDLqHCSlmb885,"Dangrangto, DONAL",hãy đến đây bên anh trong một chiều mùa thu,Higher Dimension,151,163,3,190088,2026-04-09,FALSE,-3,Indie/Alternative
167,spotify:track:2eVsKrWqJhTAVItaTRashw,VƯƠNG BÌNH,Thanh Tân,Umusic Vietnam Co. Ltd. Distributed Labels,40,140,7,189317,2026-04-09,FALSE,-27,R&B/Soul
168,spotify:track:2G5ujw3rrWcAXQqT8PVnrz,"Obito, Shiki, Lăng LD",Đầu Đường Xó Chợ,12 trái lê,39,149,77,188678,2026-04-09,FALSE,-19,Rap/Hip-hop
169,spotify:track:6KIhgRkprgyJNERRMu7Quh,MIN,Có Em Chờ,MIN,117,-1,49,188651,2026-04-09,TRUE,NaN,Pop
170,spotify:track:2ppLwHSMgDGEQ5c8o6nAX2,Low G,Simp Gái 808,M Music Records,9,170,130,187335,2026-04-09,FALSE,0,Rap/Hip-hop
171,spotify:track:50cmxP6KlnQA9IG3q5ckKD,Chillies,Mascara,WM Vietnam,3,165,222,186644,2026-04-09,FALSE,-6,Indie/Alternative
172,spotify:track:4DM8buF9J04zNPtYVMUt74,Phùng Khánh Linh,GIẢ VỜ,BLACK SWAN LABEL LLC.,92,108,3,186369,2026-04-09,FALSE,-64,Indie/Alternative
173,spotify:track:55K3e7BGewGDUJ4ZQwkh7M,Only C,Người Đáng Thương Là Anh,OnlyC Production,165,194,12,186048,2026-04-09,FALSE,21,Ballad
174,spotify:track:7dDbzI8ZchvQbrTHrpOUAA,Phùng Khánh Linh,ƯỚC ANH TAN NÁT CON TIM,BLACK SWAN LABEL LLC.,95,136,14,185803,2026-04-09,FALSE,-38,Indie/Alternative
175,spotify:track:1XpVhaI4HzWrhRWIpdfyJB,BTS,Please,BIGHIT MUSIC,24,98,3,185394,2026-04-09,FALSE,-77,Pop
176,spotify:track:1fFvYVg1v3rpUSqKNCUh7b,VCT,Người Bình Thường,Universal Music Indochina Distributed Labels,49,197,54,184587,2026-04-09,FALSE,21,Ballad
177,spotify:track:1uiqiUzPn2EJpvHDy84PEZ,"EM XINH ""SAY HI"", Orange, Mỹ Mỹ, 52Hz, Châu Bùi, Pháp Kiều",KHÔNG ĐAU NỮA RỒI,Em Xinh Say Hi,2,171,42,182192,2026-04-09,FALSE,-6,Rap/Hip-hop
178,spotify:track:5VGOYjxkEaf19LoRPIolD2,"The Wind, Dangrangto",Anh Muốn Nhìn Thấy Em,M Music Records,77,147,69,180188,2026-04-09,FALSE,-31,Indie/Alternative
179,spotify:track:78qgfGQXLCxLcJRShFeAyk,"Inso, Thazh, Đông",Mở Lòng Vì Ai - Thazh x Đông Remix,Air Media,125,168,4,179445,2026-04-09,FALSE,-11,Indie/Alternative
180,spotify:track:1MQoZHbCAoL24LRCqLMnS9,"Anh Bằng, 24k.Right, Nhi$m, Ann Nguyễn",Anh Tên Là,Universal Music Indochina Distributed Labels,22,112,7,178147,2026-04-09,FALSE,-68,Rap/Hip-hop
181,spotify:track:3plyGpDgzfrnZbpElpfioV,BTS,No. 29,BIGHIT MUSIC,19,114,3,178086,2026-04-09,FALSE,-67,Pop
182,spotify:track:55Eo6NDkVhSRBonrT16kXM,"Cloud 5, Dangrangto",Đến Đây Bên Anh,Yin Yang Media,66,173,53,177965,2026-04-09,FALSE,-9,Indie/Alternative
183,spotify:track:1Up8B0iFpeg5IN2C7gFFNa,"Lil Zpoet, Đức Anh",Từ Em Mà Ra,MaiDao Music,162,191,5,176856,2026-04-09,FALSE,8,Ballad
184,spotify:track:6UFvSmKzCZ16fxsybf4PhE,"Nguyễn Trọng Tài, Don Raemo, Double X",HONGKONG1,T2B Media,177,-1,7,176237,2026-04-09,TRUE,NaN,Indie/Alternative
185,spotify:track:1ZNolq7VI7efGlh2hb2VVr,BTS,Into the Sun,BIGHIT MUSIC,29,120,3,175224,2026-04-09,FALSE,-65,Pop
186,spotify:track:1UhQ0VwKq2PGnLiAZOJYV1,Binz,Em,SS LABEL,4,181,24,174839,2026-04-09,FALSE,-5,R&B/Soul
187,spotify:track:0Lf0ydJp4nbcEkYgPtIUuD,Ronboogz,Khi Mà,MaiDao Music,73,186,76,171907,2026-04-09,FALSE,-1,Indie/Alternative
188,spotify:track:5LuyL5o2BcFKK4FOJLYsSy,"Minh Đinh, Hà An Huy",Nằm Bên Anh,DAO Entertainment,28,195,44,171595,2026-04-09,FALSE,7,Ballad
189,spotify:track:5yvVYFDUpbnjcnRBgjwTzM,"Tame Impala, JENNIE",Dracula - JENNIE Remix,Columbia,189,-1,1,171166,2026-04-09,TRUE,NaN,EDM/Dance
190,spotify:track:2kt7udEZmN2kj1Jsl118zY,Wxrdie,0 AI NGHĨ,M Music Records,92,-1,31,171041,2026-04-09,TRUE,NaN,Rap/Hip-hop
191,spotify:track:3ga7GR2LumJOPQMbHN5sDr,GREY D,hơi thở của gió,Umusic Vietnam Co. Ltd. Distributed Labels,191,-1,1,170727,2026-04-09,TRUE,NaN,Indie/Alternative
192,spotify:track:6hytdEPX4UcGh91gDBUZDv,"Dab, Helinn",Anh Cũng Đâu Có Muốn Tin?,MaiDao Music,147,-1,25,169943,2026-04-09,TRUE,NaN,Pop
193,spotify:track:1cbLoF2FHZrdcAuH28eZ97,"Mason Nguyen, 24k.Right, Hipz",Hai Thằng Bịp,Universal Music Indochina Distributed Labels,148,169,9,169928,2026-04-09,FALSE,-24,Rap/Hip-hop
194,spotify:track:5wYQC7AuxV8ROALWcbVNxc,"Hoàng Dũng, Rhymastic, Lelarec",Giữ Anh Cho Ngày Hôm Qua,Lirico Entertainment,40,188,28,169277,2026-04-09,FALSE,-6,Ballad
195,spotify:track:265hQASPY3HFmUH38zZrSK,"Dangrangto, DONAL",MOIEM,Higher Dimension,32,164,74,169043,2026-04-09,FALSE,-31,Indie/Alternative
196,spotify:track:1nrC04lSCsxO6TwHktJKzj,Khoi Vu,SAIROI,MIXUS,75,196,18,168736,2026-04-09,FALSE,0,Indie/Alternative
197,spotify:track:4yy21UkGZ7gZEGbSERllpE,"ANH TRAI ""SAY HI"", Hustlang Robber, Nhâm Phương Nam, Mason Nguyen, Jaysonlei, Khoi Vu, LAMOON",SỚM MUỘN THÌ,Universal Music Indochina Distributed Labels,3,152,22,167457,2026-04-09,FALSE,-45,Rap/Hip-hop
198,spotify:track:5BJqg07SKgmFnVLOBmLFvq,Bùi Anh Tuấn,"Hẹn Một Mai - From"" 4 Năm 2 Chàng 1 Tình Yêu""",1LABEL,109,172,52,166788,2026-04-09,FALSE,-26,Ballad
199,spotify:track:4N99EuIjwSSFFFMDfTeOLU,"buitruonglinh, Vũ Phụng Tiên",Em Không Khóc (feat. Vũ Phụng Tiên),Yin Yang Media,62,-1,179,166698,2026-04-09,TRUE,NaN,Indie/Alternative
200,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,2,-1,68,165393,2026-04-09,TRUE,NaN,Pop
1,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,2,144,2206837,2026-04-16,FALSE,1,Pop
2,spotify:track:68lbSrXDORS51pmyjZv712,BTS,SWIM,BIGHIT MUSIC,1,1,4,2155894,2026-04-16,FALSE,-1,Pop
3,spotify:track:1ApIGNgp1azc0qB61x4GzG,"Hngle, Ari",Không Buông,Umusic Vietnam Co. Ltd. Distributed Labels,2,4,32,1019722,2026-04-16,FALSE,1,Pop
4,spotify:track:0wvpRHXXuImyrccNEPAXBo,HIEUTHUHAI,Người Im Lặng Gặp Người Hay Nói,M Music Records,2,3,6,966573,2026-04-16,FALSE,-1,Rap/Hip-hop
5,spotify:track:42AOwjuMmIN1ioyyWB60Lw,GREY D,hoá ra…,Umusic Vietnam Co. Ltd. Distributed Labels,5,6,3,835910,2026-04-16,FALSE,1,R&B/Soul
6,spotify:track:11T61UpoNbbcewOMl1kcWN,NHONHO,Dạo Bước HongKong 1999,NHONHO,5,5,3,774794,2026-04-16,FALSE,-1,Indie/Alternative
7,spotify:track:7uUuftbcr94tzGOCJSM25u,"Low G, JustaTee",In Love,M Music Records,2,7,25,774066,2026-04-16,FALSE,0,Rap/Hip-hop
8,spotify:track:5KYv3kORBKUmVEoqbRRWxt,"Bảo Anh, Táo",Từng Là Của Nhau,Yin Yang Media,7,8,32,697382,2026-04-16,FALSE,0,Ballad
9,spotify:track:6Qwl74olNi1rl65FNxG5We,"marzuz, Changg",Và Thế Giới Đã Mất Đi Một Người Cô Đơn,Universal Music Indochina,9,11,21,691445,2026-04-16,FALSE,2,Ballad
10,spotify:track:4nXrVH5xwN1w6TpmP7uu8n,"HIEUTHUHAI, marzuz",Exit Sign,M Music Records,4,9,131,684123,2026-04-16,FALSE,-1,Rap/Hip-hop
11,spotify:track:6GM4ZOBDcDroldUxI8GZ2B,"VSTRA, Tyronee",Ai Ngoài Anh,CDSL,2,10,15,646015,2026-04-16,FALSE,-1,R&B/Soul
12,spotify:track:73RcFjiDtStfP3GCW44vJu,"Minh Huy, Pinny",Ngày Rời Chuyến Bay,12 trái lê,12,14,2,614597,2026-04-16,FALSE,2,Ballad
13,spotify:track:0NyrI1tMvqcK3vU5z9DMdI,JustaTee,She Neva Knows,NGUYEN THANH TUAN,13,23,11,547462,2026-04-16,FALSE,10,R&B/Soul
14,spotify:track:41DlPJXKTCypXdf2eSqa03,"Vũ., Binz",bình yên,WM Vietnam,4,15,85,524878,2026-04-16,FALSE,1,Rap/Hip-hop
15,spotify:track:1FUdEz4fX1DxPcVAARlu6A,GREY D,yêu em như…,Umusic Vietnam Co. Ltd. Distributed Labels,13,13,3,509018,2026-04-16,FALSE,-2,R&B/Soul
16,spotify:track:3vSmjbKFByNM6l31NmFlmB,"GREY D, MIN",đôi mắt kẻ tình si,Umusic Vietnam Co. Ltd. Distributed Labels,12,12,3,505196,2026-04-16,FALSE,-4,R&B/Soul
17,spotify:track:1K0HQ30Wc11okzlcnFA7Ub,HIEUTHUHAI,Không Thể Say,M Music Records,7,21,156,501320,2026-04-16,FALSE,4,Rap/Hip-hop
18,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,BIGHIT MUSIC,1,18,127,501142,2026-04-16,FALSE,0,Pop
19,spotify:track:2a5hng9yXtbjtTVVm9UviC,VCT,Mơ,Universal Music Indochina Distributed Labels,6,22,190,500727,2026-04-16,FALSE,3,Pop
20,spotify:track:6kCU6i8iRrAAmJJ8Sj4JYC,"Shartnuss, Phankeo, Tr.D",Nắng có mang em về,MaiDao Music,4,16,114,498593,2026-04-16,FALSE,-4,Indie/Alternative
21,spotify:track:2wZAvkgiOE5tyrnqhB69KA,Sơn Tùng M-TP,Âm Thầm Bên Em,Umusic Vietnam Co. Ltd. Distributed Labels,9,20,286,489137,2026-04-16,FALSE,-1,Ballad
22,spotify:track:3T7XHOdRcyhKU3QCB6kZG3,"MIN, Dangrangto, antransax",chẳng phải tình đầu sao đau đến thế,WM Vietnam,2,24,25,484990,2026-04-16,FALSE,2,Indie/Alternative
23,spotify:track:0t8g66pWghsU8MphjUQIdg,"Phùng Khánh Linh, 30 Pictures",Cảm Ơn Người Đã Thức Cùng Tôi,+84 Vietnam New Wave,5,17,8,473972,2026-04-16,FALSE,-6,Ballad
24,spotify:track:5cn5oHiXJTLiuthgbgfkMh,VCT,Vết Mưa,Universal Music Indochina Distributed Labels,19,25,110,473374,2026-04-16,FALSE,1,Ballad
25,spotify:track:6GUKRhIsWxA7VuZW8MKQLG,Dương Domic,Không Thời Gian,DAO Entertainment,2,19,30,452793,2026-04-16,FALSE,-6,R&B/Soul
26,spotify:track:3uT8QfoX0BE8ZJa4h98LDW,"Puppy, Dangrangto",Wrong Times,MaiDao Music,3,26,128,435375,2026-04-16,FALSE,0,Indie/Alternative
27,spotify:track:4BdB08vuS9r4HOoY7GkAxT,SOOBIN,Nếu Ngày Ấy,SS LABEL,18,28,69,434418,2026-04-16,FALSE,1,Ballad
28,spotify:track:0GXZXSDFSbJjqdGifjSaig,buitruonglinh,Sớm Như Vậy,Umusic Vietnam Co. Ltd. Distributed Labels,28,-1,1,419819,2026-04-16,TRUE,NaN,Indie/Alternative
29,spotify:track:3DLtPObflLQBodZN8qGODT,"JustaTee, BigDaddy",2AM,WM Vietnam,18,30,207,402556,2026-04-16,FALSE,1,R&B/Soul
30,spotify:track:4nyoalDFgUaZOzIKqj3aS5,"Đặng Vĩnh Thịnh, BMZ, Nguyễn Trung Đức",Ngàn Năm Ánh Sáng,BMZ JSC,5,29,36,397204,2026-04-16,FALSE,-1,Ballad
31,spotify:track:6Zoi4ue74UdUeYmHXItXnf,"B Ray, V#",Vùng An Toàn,MIXUS,3,32,41,391002,2026-04-16,FALSE,1,Rap/Hip-hop
32,spotify:track:4CUvVaAYuXtvYURLFz7EIL,"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",Chuyện Đôi Ta (feat. Muộii),Yin Yang Media,3,31,228,386383,2026-04-16,FALSE,-1,Ballad
33,spotify:track:3Ids3RXurYBgySph53qWnB,buitruonglinh,Từng Ngày Yêu Em,LOOPS Music,9,48,67,379960,2026-04-16,FALSE,15,Indie/Alternative
34,spotify:track:01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,2,74,132,376800,2026-04-16,FALSE,40,Pop
35,spotify:track:3x7Hh3zsE1wcXCU2G8l5tP,SOOBIN,DANCING IN THE DARK,SS LABEL,3,36,57,375361,2026-04-16,FALSE,1,EDM/Dance
36,spotify:track:4gaxEUZE4z9pJAVTSFwgQI,"14 Casper, Bon Nghiêm, buitruonglinh",một đời,DANDERLÉON,14,37,107,372701,2026-04-16,FALSE,1,Indie/Alternative
37,spotify:track:22GCbN9OyrCa1tC1jZnX8O,"Thắng, Hà Lê",Gội Đầu,Thắng,27,27,2,369032,2026-04-16,FALSE,-10,Indie/Alternative
38,spotify:track:3dbfL7nHOZlM4adzLHNnB3,"Juky San, buitruonglinh",Người Đầu Tiên,DAO Entertainment,2,33,24,368780,2026-04-16,FALSE,-5,Ballad
39,spotify:track:5SzJs9cwYXdSm9G3xcXuA2,Phùng Khánh Linh,Hôm Nay Tôi Buồn,BLACK SWAN LABEL LLC.,13,35,155,365281,2026-04-16,FALSE,-4,Ballad
40,spotify:track:5WkuMbkHX7yR7nnBKCn7tV,RIO,vạn vật như muốn ta bên nhau,DAO Entertainment,6,41,53,362278,2026-04-16,FALSE,1,Indie/Alternative
41,spotify:track:5tdz7T4hTxA1ipJMBe24uX,AMEE,"ex's hate me, Pt.2",Yin Yang Media,13,51,182,360774,2026-04-16,FALSE,10,Pop
42,spotify:track:7bFFUPBiF15n8m8RziqS4o,GREY D,dự báo thời tiết hôm nay mưa,Umusic Vietnam Co. Ltd. Distributed Labels,7,46,178,357341,2026-04-16,FALSE,4,R&B/Soul
43,spotify:track:1r9gNSD1WUFscqTSA2Rcet,MAYDAYs,Hẹn Lần Sau,Universal Music Indochina Distributed Labels,13,38,17,356686,2026-04-16,FALSE,-5,Indie/Alternative
44,spotify:track:6Hs2xIgB8nzyGFDvVA8lFa,"Madihu, Low G",Có Em,NGUYEN CHI PHONG,4,40,208,353188,2026-04-16,FALSE,-4,Rap/Hip-hop
45,spotify:track:1DVYafsLmcQySKkJnY4RCs,"MAYDAYs, Minh Tốc & Lam",Phép Màu - Đàn Cá Gỗ Original Soundtrack,Universal Music Indochina Distributed Labels,2,43,59,348851,2026-04-16,FALSE,-2,Khác
46,spotify:track:58ZlEBxBrzISXtmcOPo476,SOOBIN,giá như,SS LABEL,13,44,105,347329,2026-04-16,FALSE,-2,Ballad
47,spotify:track:5rSAUmbOg4giDrM29vUyHe,Sơn Tùng M-TP,Nơi Này Có Anh,Umusic Vietnam Co. Ltd. Distributed Labels,5,39,358,345443,2026-04-16,FALSE,-8,Pop
48,spotify:track:27Z9T0mSWHYWSj9SNOGvyt,"JustaTee, Phương Ly",Thằng Điên,NGUYEN THANH TUAN,2,56,193,341948,2026-04-16,FALSE,8,R&B/Soul
49,spotify:track:6mKMGpkgP2cH5gmqILWe7b,Fishy,vết thương,LOOPS Music,15,42,48,335416,2026-04-16,FALSE,-7,Ballad
50,spotify:track:3VkV6L37ub0rtuYQoawAqz,Lil Zpoet,Tình Mình Lạ Kì,LiL Z Poet,45,57,11,332340,2026-04-16,FALSE,7,Ballad
51,spotify:track:3J3nv18iIrOhca1ZWNeuyW,JustaTee,Đã Lỡ Yêu Em Nhiều,NGUYEN THANH TUAN,36,62,167,330909,2026-04-16,FALSE,11,Ballad
52,spotify:track:0fGJiHH6xSUJU1MAVjxq5m,"Karik, GDucky",Bạn Đời,WM Vietnam,5,53,133,328841,2026-04-16,FALSE,1,Rap/Hip-hop
53,spotify:track:6VXVYATpQXEIoZ97NnWCmn,"Madihu, Vũ.",Vì Anh Đâu Có Biết,WM Vietnam,2,50,193,328177,2026-04-16,FALSE,-3,Ballad
54,spotify:track:0e6fZkLArSmDIHnZcIua7t,"Vũ., Low G",Không Yêu Em Thì Yêu Ai?,WM Vietnam,19,45,81,326999,2026-04-16,FALSE,-9,Indie/Alternative
55,spotify:track:4MCP9l0QB9YN2LCkIy8mz4,Obito,Dạo Này,12 trái lê,8,49,16,326575,2026-04-16,FALSE,-6,Rap/Hip-hop
56,spotify:track:4UC3NBjtqbYcqPqRq1s57D,Lyly,24h,WM Vietnam,47,77,48,315077,2026-04-16,FALSE,21,Ballad
57,spotify:track:2dPJtlvoa3GDowCh035M8P,Vũ.,Nếu Những Tiếc Nuối,WM Vietnam,33,60,52,313102,2026-04-16,FALSE,3,Indie/Alternative
58,spotify:track:2Pwou3Q2Cf59RxdX2V6MgV,Shiki,Có Đôi Điều,12 trái lê,10,61,68,311745,2026-04-16,FALSE,3,Rap/Hip-hop
59,spotify:track:25h0TqC9H3BcMA7KjK5nHK,"GREY D, tlinh",vaicaunoicokhiennguoithaydoi,Umusic Vietnam Co. Ltd. Distributed Labels,2,54,200,307877,2026-04-16,FALSE,-5,R&B/Soul
60,spotify:track:3JKn7BN79L1WOPMYUCZg1m,"RPT MCK, marzuz",NGONGIODEMQUATRANGSANGDEMNAY,abandonh3ll records,60,146,2,307787,2026-04-16,FALSE,86,Rap/Hip-hop
61,spotify:track:2pm7K14nHj2fLrpU8j9bit,PC,10 Ngàn Năm,12 trái lê,27,58,201,304897,2026-04-16,FALSE,-3,Rap/Hip-hop
62,spotify:track:2ZBi1KpCR0grEWRNgySqwg,Hngle,Buông,Sony Music Entertainment,17,52,9,302671,2026-04-16,FALSE,-10,Ballad
63,spotify:track:6ag0c7tBr3PIqPb00C2rK4,"VCT, Negav, Jey B, Ngô Kiến Huy",NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN - KHÔNG ĐAU NỮA RỒI,VIE NETWORK CORPORATION / ADA,45,59,7,301539,2026-04-16,FALSE,-4,Rap/Hip-hop
64,spotify:track:3ET3xHCLMGd57u06A9RjJ0,Ronboogz,Nói Dối,MaiDao Music,3,55,128,298518,2026-04-16,FALSE,-9,Indie/Alternative
65,spotify:track:39KWnPNEvbXt423CzjvBfA,SOOBIN,Anh Đã Quen Với Cô Đơn,WM Vietnam,40,68,74,295891,2026-04-16,FALSE,3,Ballad
66,spotify:track:5prZw3OHd2UhAq0VBKpqUM,GREY D,mới hôm qua,Umusic Vietnam Co. Ltd. Distributed Labels,34,34,3,288097,2026-04-16,FALSE,-32,R&B/Soul
67,spotify:track:5ouxRyInSdRBQubu3KTd97,"tlinh, 2Pillz",nếu lúc đó,M Music Records,1,69,163,284832,2026-04-16,FALSE,2,R&B/Soul
68,spotify:track:3A9A7mfVDVm3rrS9SMGhg5,Kha,Hư không,MaiDao Music,22,82,118,283775,2026-04-16,FALSE,14,Ballad
69,spotify:track:2w7jOvl0kpplNxisgfnCdT,"Đức Trường, BMZ",Nếu Biết Đó Là Lần Cuối,BMZ,47,65,32,280344,2026-04-16,FALSE,-4,Ballad
70,spotify:track:1MiJk3dXC5jzhvLFP0dUM7,Da LAB,Thức Giấc,Yin Yang Media,1,64,249,278606,2026-04-16,FALSE,-6,Pop
71,spotify:track:1hPbWyZnUPaeAWbOSKwkXJ,Quang Đăng Trần,Anh Đã Không Biết Cách Yêu Em,338ENT,9,63,37,275489,2026-04-16,FALSE,-8,Ballad
72,spotify:track:7mblTCdc14ylJ1JW71MODb,buitruonglinh,Giờ Thì,LOOPS Music,11,97,70,275160,2026-04-16,FALSE,25,Indie/Alternative
73,spotify:track:2rKkfc4VZ74FQDc1FF1Zo6,BTS,Body to Body,BIGHIT MUSIC,5,47,4,273923,2026-04-16,FALSE,-26,Pop
74,spotify:track:7dlgEjrK3lHbP786dshKDV,"ANH TRAI ""SAY HI"", B Ray, AMEE",CHỜ ANH VỀ,Universal Music Indochina Distributed Labels,2,70,19,272969,2026-04-16,FALSE,-4,Rap/Hip-hop
75,spotify:track:0s7RyyUlQfd8mnnboHe18n,"MANBO, HIEUTHUHAI, HURRYKNG",Hẹn Gặp Em Dưới Ánh Trăng,Gerdnang,20,76,109,268304,2026-04-16,FALSE,1,Rap/Hip-hop
76,spotify:track:5BTzf3doGTigDIYUFtbkI9,"Emcee L (Da LAB), Da LAB, Badbies",Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),Yin Yang Media,5,87,277,266537,2026-04-16,FALSE,11,Ballad
77,spotify:track:1mtmvJjTchdqDCoJbFv1Op,"OgeNus, Dangrangto",Tuyển Bạn Gái,Universal Music Indochina Distributed Labels,77,-1,1,265772,2026-04-16,TRUE,NaN,Rap/Hip-hop
78,spotify:track:5XfGQZA0ioQAWUjlyJRcHc,"Shiki, Obito",1000 Ánh Mắt,12 trái lê,8,91,94,261080,2026-04-16,FALSE,13,Rap/Hip-hop
79,spotify:track:2uZmeuNAxSm7XfVIwLkhCx,Ronboogz,nhắn nhủ,MaiDao Music,14,67,122,257781,2026-04-16,FALSE,-12,Indie/Alternative
80,spotify:track:6Q2oEdOhRjZ1DTv2a7j0lN,"PC, Dick, tofutns",Ghé Qua,12 trái lê,61,89,291,257165,2026-04-16,FALSE,9,Rap/Hip-hop
81,spotify:track:3CmacJj7VC4W6daC8BWd0h,Dương Domic,Mất Kết Nối,DAO Entertainment,2,73,73,256720,2026-04-16,FALSE,-8,R&B/Soul
82,spotify:track:2pBZoglJzsRk4UeVey8n0k,Việt Anh,Ngày Này Năm Ấy,338ENT,17,85,36,256695,2026-04-16,FALSE,3,Ballad
83,spotify:track:1xoadYaxtOp9gHDwgmPDuz,"JSOL, Hoàng Duyên",Sài Gòn Hôm Nay Mưa,Universal Music Indochina,3,80,255,255961,2026-04-16,FALSE,-3,Ballad
84,spotify:track:1i5SZL7Ngz0sYFaKmwieyw,"Quang Hùng MasterD, Low G, Hino",Chất Gây Hại,M Music Records,16,102,17,255272,2026-04-16,FALSE,18,Rap/Hip-hop
